time,temperature_2m,wind_speed_10m,hour,price
2025-04-07 09:00:00,8.6,7.9,9,65.0
2025-04-07 10:00:00,10.2,9.2,10,11.8
2025-04-07 11:00:00,11.3,11.3,11,2.19
2025-04-07 12:00:00,12.1,14.3,12,3.94
2025-04-07 13:00:00,12.6,16.5,13,60.98
2025-04-07 14:00:00,12.1,16.2,14,72.0
2025-04-07 15:00:00,11.7,15.4,15,102.43
2025-04-07 16:00:00,11.1,14.1,16,127.6
2025-04-07 17:00:00,10.0,12.6,17,168.45
2025-04-07 18:00:00,8.7,8.5,18,165.05
2025-04-07 19:00:00,7.5,7.4,19,138.2
2025-04-07 20:00:00,6.5,7.7,20,121.02
2025-04-07 21:00:00,5.6,7.4,21,105.21
2025-04-07 22:00:00,4.9,6.6,22,94.93
2025-04-07 23:00:00,4.5,6.1,23,87.83
2025-04-08 00:00:00,4.0,4.7,0,89.06
2025-04-08 01:00:00,3.3,3.6,1,89.9
2025-04-08 02:00:00,2.9,3.2,2,91.62
2025-04-08 03:00:00,2.5,3.5,3,105.73
2025-04-08 04:00:00,2.6,5.2,4,142.97
2025-04-08 05:00:00,2.6,5.7,5,180.55
2025-04-08 06:00:00,3.5,4.5,6,136.77
2025-04-08 07:00:00,4.7,2.7,7,91.3
2025-04-08 08:00:00,6.2,2.2,8,76.47
2025-04-08 09:00:00,8.3,1.8,9,61.09
2025-04-08 10:00:00,10.5,2.2,10,19.57
2025-04-08 11:00:00,12.3,3.4,11,16.83
2025-04-08 12:00:00,13.4,3.6,12,28.59
2025-04-08 13:00:00,14.2,4.3,13,57.47
2025-04-08 14:00:00,14.6,6.4,14,73.33
2025-04-08 15:00:00,14.1,6.9,15,90.34
2025-04-08 16:00:00,13.8,7.0,16,118.26
2025-04-08 17:00:00,13.2,7.7,17,180.4
2025-04-08 18:00:00,12.4,7.1,18,171.31
2025-04-08 19:00:00,11.3,7.5,19,140.0
2025-04-08 20:00:00,9.9,8.4,20,120.47
2025-04-08 21:00:00,8.4,8.1,21,105.12
2025-04-08 22:00:00,7.4,7.8,22,104.99
2025-04-08 23:00:00,6.7,6.8,23,95.99
2025-04-09 00:00:00,5.9,6.1,0,94.67
2025-04-09 01:00:00,5.6,5.8,1,94.45
2025-04-09 02:00:00,4.8,5.0,2,95.79
2025-04-09 03:00:00,4.1,5.9,3,109.45
2025-04-09 04:00:00,3.5,6.6,4,152.68
2025-04-09 05:00:00,3.1,7.3,5,175.56
2025-04-09 06:00:00,3.7,6.8,6,131.56
2025-04-09 07:00:00,5.4,5.3,7,99.51
2025-04-09 08:00:00,7.8,6.3,8,82.71
2025-04-09 09:00:00,10.0,7.8,9,59.69
2025-04-09 10:00:00,11.6,10.2,10,13.61
2025-04-09 11:00:00,12.8,12.4,11,6.72
2025-04-09 12:00:00,13.6,15.0,12,13.27
2025-04-09 13:00:00,9.6,15.4,13,34.87
2025-04-09 14:00:00,9.3,16.0,14,62.98
2025-04-09 15:00:00,9.1,17.4,15,83.5
2025-04-09 16:00:00,8.8,19.1,16,103.48
2025-04-09 17:00:00,8.2,17.0,17,131.57
2025-04-09 18:00:00,8.0,16.4,18,138.73
2025-04-09 19:00:00,7.8,15.6,19,111.23
2025-04-09 20:00:00,7.4,13.5,20,101.94
2025-04-09 21:00:00,7.0,10.9,21,98.51
2025-04-09 22:00:00,6.7,9.4,22,92.9
2025-04-09 23:00:00,6.4,9.2,23,89.55
2025-04-10 00:00:00,6.1,9.2,0,88.9
2025-04-10 01:00:00,6.8,8.5,1,87.92
2025-04-10 02:00:00,6.6,7.4,2,90.0
2025-04-10 03:00:00,6.4,7.6,3,97.54
2025-04-10 04:00:00,6.0,6.1,4,132.44
2025-04-10 05:00:00,5.1,3.6,5,170.59
2025-04-10 06:00:00,6.3,3.7,6,135.44
2025-04-10 07:00:00,7.7,5.7,7,102.4
2025-04-10 08:00:00,9.2,6.5,8,85.71
2025-04-10 09:00:00,10.7,6.6,9,66.34
2025-04-10 10:00:00,11.9,8.5,10,34.95
2025-04-10 11:00:00,13.0,10.4,11,2.18
2025-04-10 12:00:00,13.5,11.7,12,0.08
2025-04-10 13:00:00,12.1,13.5,13,1.18
2025-04-10 14:00:00,12.3,14.5,14,54.44
2025-04-10 15:00:00,12.4,15.8,15,70.0
2025-04-10 16:00:00,12.4,17.1,16,101.68
2025-04-10 17:00:00,11.2,17.8,17,140.42
2025-04-10 18:00:00,8.4,18.6,18,137.17
2025-04-10 19:00:00,7.2,20.3,19,97.56
2025-04-10 20:00:00,7.2,20.8,20,92.05
2025-04-10 21:00:00,6.4,18.5,21,81.11
2025-04-10 22:00:00,6.9,17.5,22,65.32
2025-04-10 23:00:00,7.1,20.1,23,60.75
2025-04-11 00:00:00,7.2,20.8,0,58.44
2025-04-11 01:00:00,7.2,21.9,1,58.43
2025-04-11 02:00:00,7.1,21.0,2,61.93
2025-04-11 03:00:00,7.1,20.8,3,71.99
2025-04-11 04:00:00,6.8,19.9,4,94.2
2025-04-11 05:00:00,6.7,19.1,5,111.4
2025-04-11 06:00:00,7.3,14.8,6,85.9
2025-04-11 07:00:00,8.8,15.5,7,58.89
2025-04-11 08:00:00,9.9,15.1,8,11.31
2025-04-11 09:00:00,11.2,15.7,9,0.0
2025-04-11 10:00:00,11.3,17.5,10,-3.0
2025-04-11 11:00:00,13.2,21.0,11,-4.99
2025-04-11 12:00:00,15.2,26.2,12,-3.61
2025-04-11 13:00:00,14.8,21.4,13,-0.1
2025-04-11 14:00:00,14.5,21.4,14,0.0
2025-04-11 15:00:00,14.3,21.5,15,70.15
2025-04-11 16:00:00,13.3,19.8,16,110.69
2025-04-11 17:00:00,12.2,17.8,17,133.4
2025-04-11 18:00:00,11.0,13.9,18,155.0
2025-04-11 19:00:00,10.2,12.6,19,130.46
2025-04-11 20:00:00,9.4,11.3,20,119.1
2025-04-11 21:00:00,9.1,9.9,21,105.49
2025-04-11 22:00:00,8.9,9.9,22,107.84
2025-04-11 23:00:00,8.8,9.6,23,104.41
2025-04-12 00:00:00,8.6,7.6,0,100.93
2025-04-12 01:00:00,8.1,6.9,1,98.15
2025-04-12 02:00:00,7.4,6.5,2,98.99
2025-04-12 03:00:00,6.8,6.8,3,99.08
2025-04-12 04:00:00,6.4,7.4,4,104.42
2025-04-12 05:00:00,6.1,7.3,5,99.74
2025-04-12 06:00:00,7.0,7.4,6,95.49
2025-04-12 07:00:00,9.1,5.7,7,67.26
2025-04-12 08:00:00,11.5,6.6,8,20.19
2025-04-12 09:00:00,13.6,6.1,9,0.0
2025-04-12 10:00:00,15.3,4.4,10,-9.23
2025-04-12 11:00:00,16.8,4.1,11,-40.04
2025-04-12 12:00:00,17.9,3.5,12,-42.01
2025-04-12 13:00:00,18.8,2.6,13,-18.68
2025-04-12 14:00:00,19.2,2.9,14,-0.08
2025-04-12 15:00:00,19.3,3.6,15,59.47
2025-04-12 16:00:00,19.1,5.5,16,111.31
2025-04-12 17:00:00,18.3,9.3,17,150.06
2025-04-12 18:00:00,16.7,9.6,18,120.89
2025-04-12 19:00:00,15.2,10.3,19,91.0
2025-04-12 20:00:00,13.9,12.0,20,86.27
2025-04-12 21:00:00,12.8,12.2,21,64.27
2025-04-12 22:00:00,11.9,12.9,22,63.99
2025-04-12 23:00:00,11.2,13.3,23,56.0
2025-04-13 00:00:00,10.8,14.1,0,42.36
2025-04-13 01:00:00,10.7,15.1,1,29.5
2025-04-13 02:00:00,10.3,14.9,2,32.06
2025-04-13 03:00:00,9.9,14.8,3,34.48
2025-04-13 04:00:00,9.5,14.9,4,29.41
2025-04-13 05:00:00,9.4,13.3,5,27.75
2025-04-13 06:00:00,10.5,13.1,6,12.87
2025-04-13 07:00:00,12.4,11.6,7,8.43
2025-04-13 08:00:00,13.2,11.6,8,0.0
2025-04-13 09:00:00,14.6,9.0,9,-0.02
2025-04-13 10:00:00,17.9,15.0,10,-3.02
2025-04-13 11:00:00,14.9,14.9,11,-18.84
2025-04-13 12:00:00,16.5,20.2,12,-25.38
2025-04-13 13:00:00,16.0,17.4,13,-9.93
2025-04-13 14:00:00,18.2,20.2,14,-0.01
2025-04-13 15:00:00,18.5,18.8,15,17.56
2025-04-13 16:00:00,17.2,20.2,16,98.63
2025-04-13 17:00:00,16.0,14.0,17,120.65
2025-04-13 18:00:00,14.9,12.0,18,118.01
2025-04-13 19:00:00,13.5,10.9,19,108.06
2025-04-13 20:00:00,12.1,7.7,20,103.35
2025-04-13 21:00:00,11.2,4.9,21,94.98
2025-04-13 22:00:00,10.7,3.7,22,87.56
2025-04-13 23:00:00,9.7,2.4,23,82.69
2025-04-14 00:00:00,9.5,1.0,0,82.11
2025-04-14 01:00:00,10.4,5.5,1,82.29
2025-04-14 02:00:00,10.0,3.2,2,84.52
2025-04-14 03:00:00,9.7,8.0,3,97.1
2025-04-14 04:00:00,9.1,5.4,4,124.34
2025-04-14 05:00:00,9.1,7.6,5,152.03
2025-04-14 06:00:00,9.8,8.5,6,143.7
2025-04-14 07:00:00,11.2,8.0,7,104.7
2025-04-14 08:00:00,13.1,11.9,8,91.02
2025-04-14 09:00:00,14.7,13.4,9,77.07
2025-04-14 10:00:00,15.7,14.2,10,62.35
2025-04-14 11:00:00,16.4,14.3,11,61.64
2025-04-14 12:00:00,16.9,16.1,12,64.36
2025-04-14 13:00:00,16.6,14.0,13,75.29
2025-04-14 14:00:00,16.3,10.3,14,84.6
2025-04-14 15:00:00,16.4,6.3,15,97.02
2025-04-14 16:00:00,16.4,2.8,16,119.35
2025-04-14 17:00:00,16.1,3.0,17,180.0
2025-04-14 18:00:00,15.6,6.3,18,140.61
2025-04-14 19:00:00,14.1,11.1,19,102.83
2025-04-14 20:00:00,13.0,10.3,20,82.59
2025-04-14 21:00:00,12.3,11.3,21,76.0
2025-04-14 22:00:00,11.6,12.7,22,72.93
2025-04-14 23:00:00,11.3,13.1,23,73.2
2025-04-15 00:00:00,10.9,13.3,0,67.38
2025-04-15 01:00:00,10.8,12.8,1,64.29
2025-04-15 02:00:00,10.7,14.5,2,66.3
2025-04-15 03:00:00,11.2,15.6,3,70.42
2025-04-15 04:00:00,11.5,16.0,4,83.03
2025-04-15 05:00:00,11.8,16.5,5,96.99
2025-04-15 06:00:00,12.7,14.6,6,98.56
2025-04-15 07:00:00,14.1,13.3,7,65.0
2025-04-15 08:00:00,16.4,17.2,8,48.93
2025-04-15 09:00:00,18.0,19.4,9,2.92
2025-04-15 10:00:00,19.6,19.2,10,0.08
2025-04-15 11:00:00,21.1,19.7,11,0.0
2025-04-15 12:00:00,22.1,20.4,12,0.1
2025-04-15 13:00:00,23.1,23.7,13,29.27
2025-04-15 14:00:00,23.1,24.1,14,68.08
2025-04-15 15:00:00,22.2,22.2,15,86.57
2025-04-15 16:00:00,21.5,20.2,16,105.28
2025-04-15 17:00:00,20.6,16.5,17,133.58
2025-04-15 18:00:00,19.5,14.3,18,141.54
2025-04-15 19:00:00,18.0,11.8,19,110.58
2025-04-15 20:00:00,17.0,11.1,20,102.21
2025-04-15 21:00:00,16.5,11.6,21,93.76
2025-04-15 22:00:00,16.0,10.9,22,88.01
2025-04-15 23:00:00,15.0,10.5,23,82.04
2025-04-16 00:00:00,14.3,8.2,0,82.2
2025-04-16 01:00:00,14.0,7.3,1,81.4
2025-04-16 02:00:00,13.4,7.0,2,82.99
2025-04-16 03:00:00,13.0,9.0,3,99.4
2025-04-16 04:00:00,12.8,8.6,4,121.0
2025-04-16 05:00:00,12.7,7.1,5,135.14
2025-04-16 06:00:00,13.5,7.6,6,109.94
2025-04-16 07:00:00,15.0,7.1,7,94.82
2025-04-16 08:00:00,16.6,5.7,8,79.75
2025-04-16 09:00:00,18.4,5.8,9,64.08
2025-04-16 10:00:00,19.9,6.8,10,35.3
2025-04-16 11:00:00,21.1,5.3,11,22.4
2025-04-16 12:00:00,22.0,4.6,12,24.94
2025-04-16 13:00:00,22.7,6.3,13,55.0
2025-04-16 14:00:00,22.1,8.3,14,68.0
2025-04-16 15:00:00,22.2,8.3,15,93.16
2025-04-16 16:00:00,22.2,8.5,16,118.0
2025-04-16 17:00:00,21.9,4.9,17,146.52
2025-04-16 18:00:00,15.7,15.2,18,136.48
2025-04-16 19:00:00,16.5,9.9,19,121.0
2025-04-16 20:00:00,15.9,10.2,20,109.69
2025-04-16 21:00:00,15.0,7.8,21,98.59
2025-04-16 22:00:00,12.6,14.3,22,88.99
2025-04-16 23:00:00,11.5,12.5,23,83.99
2025-04-17 00:00:00,10.8,15.4,0,81.67
2025-04-17 01:00:00,9.5,16.9,1,80.07
2025-04-17 02:00:00,9.2,14.7,2,81.28
2025-04-17 03:00:00,8.9,14.2,3,87.43
2025-04-17 04:00:00,8.6,12.9,4,108.02
2025-04-17 05:00:00,8.5,13.9,5,122.8
2025-04-17 06:00:00,9.4,15.4,6,130.0
2025-04-17 07:00:00,10.6,14.4,7,121.0
2025-04-17 08:00:00,11.7,14.5,8,110.0
2025-04-17 09:00:00,12.3,15.5,9,95.03
2025-04-17 10:00:00,13.2,13.2,10,80.84
2025-04-17 11:00:00,14.0,13.5,11,81.04
2025-04-17 12:00:00,14.6,13.0,12,77.75
2025-04-17 13:00:00,13.4,13.2,13,77.65
2025-04-17 14:00:00,13.4,13.6,14,83.87
2025-04-17 15:00:00,12.9,12.9,15,97.63
2025-04-17 16:00:00,12.4,12.9,16,112.65
2025-04-17 17:00:00,11.8,11.9,17,129.0
2025-04-17 18:00:00,11.1,12.2,18,122.79
2025-04-17 19:00:00,10.6,13.3,19,114.76
2025-04-17 20:00:00,10.5,13.8,20,98.9
2025-04-17 21:00:00,10.6,12.6,21,96.52
2025-04-17 22:00:00,10.4,14.3,22,91.0
2025-04-17 23:00:00,10.3,14.7,23,81.3
2025-04-18 00:00:00,9.8,14.8,0,79.12
2025-04-18 01:00:00,9.0,14.6,1,77.94
2025-04-18 02:00:00,9.1,14.1,2,76.34
2025-04-18 03:00:00,9.1,12.3,3,76.35
2025-04-18 04:00:00,8.9,13.0,4,79.39
2025-04-18 05:00:00,8.9,14.0,5,87.98
2025-04-18 06:00:00,8.9,15.1,6,91.25
2025-04-18 07:00:00,8.8,13.4,7,90.14
2025-04-18 08:00:00,9.0,14.9,8,88.3
2025-04-18 09:00:00,9.1,13.9,9,83.28
2025-04-18 10:00:00,9.2,14.7,10,75.03
2025-04-18 11:00:00,9.5,14.1,11,63.75
2025-04-18 12:00:00,9.8,13.4,12,62.64
2025-04-18 13:00:00,10.1,16.6,13,65.36
2025-04-18 14:00:00,10.2,13.7,14,76.61
2025-04-18 15:00:00,10.5,13.3,15,88.64
2025-04-18 16:00:00,10.5,9.4,16,103.5
2025-04-18 17:00:00,10.3,9.1,17,123.12
2025-04-18 18:00:00,9.5,12.3,18,126.52
2025-04-18 19:00:00,9.1,11.1,19,116.52
2025-04-18 20:00:00,8.8,11.5,20,106.35
2025-04-18 21:00:00,8.5,10.9,21,99.12
2025-04-18 22:00:00,8.2,11.0,22,89.32
2025-04-18 23:00:00,8.1,11.6,23,80.01
2025-04-19 00:00:00,7.9,11.5,0,84.45
2025-04-19 01:00:00,7.8,10.7,1,82.39
2025-04-19 02:00:00,7.7,10.2,2,84.98
2025-04-19 03:00:00,7.5,11.6,3,90.62
2025-04-19 04:00:00,7.1,8.9,4,95.2
2025-04-19 05:00:00,7.1,7.9,5,91.67
2025-04-19 06:00:00,7.2,7.0,6,83.89
2025-04-19 07:00:00,7.7,7.5,7,76.43
2025-04-19 08:00:00,8.3,8.1,8,29.99
2025-04-19 09:00:00,8.5,10.1,9,4.54
2025-04-19 10:00:00,9.3,9.4,10,0.0
2025-04-19 11:00:00,9.5,11.8,11,-3.01
2025-04-19 12:00:00,9.3,11.2,12,-7.26
2025-04-19 13:00:00,9.5,12.6,13,-0.86
2025-04-19 14:00:00,9.5,11.2,14,0.2
2025-04-19 15:00:00,9.6,9.9,15,64.01
2025-04-19 16:00:00,9.5,8.7,16,102.77
2025-04-19 17:00:00,9.5,7.8,17,126.84
2025-04-19 18:00:00,9.2,6.3,18,142.71
2025-04-19 19:00:00,8.6,4.5,19,127.36
2025-04-19 20:00:00,7.6,4.0,20,109.55
2025-04-19 21:00:00,6.7,4.1,21,98.27
2025-04-19 22:00:00,6.4,4.8,22,100.41
2025-04-19 23:00:00,6.1,6.7,23,94.9
2025-04-20 00:00:00,5.6,7.5,0,98.98
2025-04-20 01:00:00,5.6,7.0,1,97.41
2025-04-20 02:00:00,5.1,7.1,2,98.83
2025-04-20 03:00:00,4.5,6.4,3,108.64
2025-04-20 04:00:00,4.2,6.2,4,109.38
2025-04-20 05:00:00,4.3,7.6,5,94.32
2025-04-20 06:00:00,5.2,7.7,6,68.6
2025-04-20 07:00:00,6.4,8.4,7,18.63
2025-04-20 08:00:00,8.0,9.1,8,0.0
2025-04-20 09:00:00,9.0,8.3,9,-5.72
2025-04-20 10:00:00,10.7,7.9,10,-34.99
2025-04-20 11:00:00,12.0,6.3,11,-52.42
2025-04-20 12:00:00,13.1,5.7,12,-40.05
2025-04-20 13:00:00,13.1,5.5,13,-4.76
2025-04-20 14:00:00,13.7,5.4,14,0.0
2025-04-20 15:00:00,14.0,4.9,15,72.42
2025-04-20 16:00:00,14.0,5.4,16,106.81
2025-04-20 17:00:00,13.4,5.7,17,119.94
2025-04-20 18:00:00,12.2,3.1,18,144.95
2025-04-20 19:00:00,11.1,2.7,19,137.56
2025-04-20 20:00:00,10.3,5.7,20,121.82
2025-04-20 21:00:00,9.2,6.4,21,110.68
2025-04-20 22:00:00,8.2,3.5,22,108.58
2025-04-20 23:00:00,8.1,5.2,23,97.59
2025-04-21 00:00:00,7.5,3.6,0,96.47
2025-04-21 01:00:00,7.2,2.7,1,96.84
2025-04-21 02:00:00,7.3,5.7,2,97.98
2025-04-21 03:00:00,7.5,5.4,3,98.54
2025-04-21 04:00:00,7.2,2.7,4,97.07
2025-04-21 05:00:00,7.9,3.1,5,91.31
2025-04-21 06:00:00,8.7,3.3,6,88.5
2025-04-21 07:00:00,9.2,2.7,7,87.99
2025-04-21 08:00:00,10.4,2.2,8,65.24
2025-04-21 09:00:00,11.8,2.2,9,33.88
2025-04-21 10:00:00,13.3,3.1,10,17.19
2025-04-21 11:00:00,13.8,3.3,11,8.91
2025-04-21 12:00:00,14.1,3.2,12,8.43
2025-04-21 13:00:00,15.8,4.1,13,10.01
2025-04-21 14:00:00,16.5,8.2,14,50.05
2025-04-21 15:00:00,16.5,8.9,15,88.77
2025-04-21 16:00:00,16.2,7.7,16,101.95
2025-04-21 17:00:00,15.7,5.3,17,121.95
2025-04-21 18:00:00,14.6,2.9,18,139.14
2025-04-21 19:00:00,13.4,4.5,19,132.1
2025-04-21 20:00:00,13.2,8.3,20,122.77
2025-04-21 21:00:00,12.0,4.9,21,106.54
2025-04-21 22:00:00,11.0,2.5,22,96.21
2025-04-21 23:00:00,10.3,2.3,23,88.8
2025-04-22 00:00:00,10.0,4.5,0,87.4
2025-04-22 01:00:00,10.3,2.7,1,85.01
2025-04-22 02:00:00,10.0,2.3,2,84.58
2025-04-22 03:00:00,9.7,3.9,3,97.39
2025-04-22 04:00:00,9.5,4.8,4,120.76
2025-04-22 05:00:00,9.6,5.9,5,151.54
2025-04-22 06:00:00,10.5,4.1,6,147.0
2025-04-22 07:00:00,12.2,3.9,7,111.88
2025-04-22 08:00:00,13.9,5.0,8,95.2
2025-04-22 09:00:00,14.9,7.2,9,89.97
2025-04-22 10:00:00,15.3,9.2,10,79.92
2025-04-22 11:00:00,15.5,11.2,11,67.66
2025-04-22 12:00:00,15.1,13.0,12,71.47
2025-04-22 13:00:00,15.2,11.6,13,78.45
2025-04-22 14:00:00,14.1,10.9,14,83.07
2025-04-22 15:00:00,14.6,9.9,15,100.04
2025-04-22 16:00:00,14.0,8.5,16,122.38
2025-04-22 17:00:00,13.6,6.4,17,192.32
2025-04-22 18:00:00,12.8,5.6,18,263.2
2025-04-22 19:00:00,11.8,6.4,19,157.28
2025-04-22 20:00:00,10.8,5.0,20,122.28
2025-04-22 21:00:00,10.1,3.4,21,109.6
2025-04-22 22:00:00,9.4,2.7,22,106.72
2025-04-22 23:00:00,9.1,1.9,23,99.4
2025-04-23 00:00:00,8.9,0.6,0,96.84
2025-04-23 01:00:00,8.8,0.6,1,96.7
2025-04-23 02:00:00,8.2,2.4,2,101.2
2025-04-23 03:00:00,7.7,3.9,3,108.23
2025-04-23 04:00:00,7.5,4.4,4,137.09
2025-04-23 05:00:00,7.7,4.7,5,152.0
2025-04-23 06:00:00,8.6,5.0,6,128.84
2025-04-23 07:00:00,10.4,4.2,7,100.0
2025-04-23 08:00:00,12.3,6.5,8,92.0
2025-04-23 09:00:00,13.0,7.4,9,94.39
2025-04-23 10:00:00,13.6,7.4,10,81.04
2025-04-23 11:00:00,14.6,6.7,11,80.29
2025-04-23 12:00:00,15.3,5.5,12,88.0
2025-04-23 13:00:00,13.4,9.4,13,92.35
2025-04-23 14:00:00,15.8,8.1,14,99.05
2025-04-23 15:00:00,16.3,7.6,15,108.28
2025-04-23 16:00:00,15.8,8.2,16,128.9
2025-04-23 17:00:00,15.4,7.7,17,155.97
2025-04-23 18:00:00,14.0,11.3,18,148.67
2025-04-23 19:00:00,12.5,11.9,19,126.11
2025-04-23 20:00:00,11.7,12.3,20,108.2
2025-04-23 21:00:00,11.1,12.0,21,97.15
2025-04-23 22:00:00,11.0,11.1,22,94.17
2025-04-23 23:00:00,10.9,10.2,23,88.3
2025-04-24 00:00:00,10.5,10.1,0,86.7
2025-04-24 01:00:00,10.7,12.0,1,85.65
2025-04-24 02:00:00,10.5,11.5,2,84.35
2025-04-24 03:00:00,10.1,8.7,3,90.93
2025-04-24 04:00:00,9.9,8.4,4,110.34
2025-04-24 05:00:00,9.5,9.8,5,118.51
2025-04-24 06:00:00,10.0,8.5,6,117.65
2025-04-24 07:00:00,11.3,10.8,7,108.91
2025-04-24 08:00:00,12.7,12.7,8,96.67
2025-04-24 09:00:00,13.7,12.6,9,93.55
2025-04-24 10:00:00,14.4,12.5,10,81.56
2025-04-24 11:00:00,14.9,11.8,11,78.95
2025-04-24 12:00:00,15.0,11.0,12,78.04
2025-04-24 13:00:00,15.3,12.2,13,78.72
2025-04-24 14:00:00,15.2,11.8,14,83.37
2025-04-24 15:00:00,14.9,11.6,15,95.36
2025-04-24 16:00:00,14.6,10.7,16,101.02
2025-04-24 17:00:00,14.2,9.7,17,114.64
2025-04-24 18:00:00,13.0,9.4,18,121.61
2025-04-24 19:00:00,11.9,10.7,19,114.48
2025-04-24 20:00:00,11.0,9.5,20,106.53
2025-04-24 21:00:00,10.0,9.0,21,93.1
2025-04-24 22:00:00,9.1,8.4,22,91.03
2025-04-24 23:00:00,8.4,6.9,23,82.92
2025-04-25 00:00:00,7.8,5.7,0,82.23
2025-04-25 01:00:00,7.8,6.0,1,83.4
2025-04-25 02:00:00,7.7,8.0,2,84.95
2025-04-25 03:00:00,7.7,7.9,3,94.64
2025-04-25 04:00:00,7.5,8.9,4,104.41
2025-04-25 05:00:00,7.6,8.9,5,113.39
2025-04-25 06:00:00,7.8,8.4,6,111.0
2025-04-25 07:00:00,8.7,8.9,7,99.41
2025-04-25 08:00:00,10.2,7.8,8,88.17
2025-04-25 09:00:00,11.9,7.5,9,75.45
2025-04-25 10:00:00,13.3,8.4,10,66.61
2025-04-25 11:00:00,13.9,9.2,11,48.03
2025-04-25 12:00:00,14.5,9.4,12,40.99
2025-04-25 13:00:00,14.3,9.6,13,59.47
2025-04-25 14:00:00,14.4,10.0,14,73.04
2025-04-25 15:00:00,14.3,9.9,15,84.19
2025-04-25 16:00:00,13.8,9.7,16,99.43
2025-04-25 17:00:00,13.2,9.0,17,115.99
2025-04-25 18:00:00,12.0,7.6,18,123.78
2025-04-25 19:00:00,10.5,7.5,19,109.63
2025-04-25 20:00:00,9.5,8.2,20,100.37
2025-04-25 21:00:00,8.7,7.6,21,92.09
2025-04-25 22:00:00,8.2,8.0,22,100.0
2025-04-25 23:00:00,7.9,8.6,23,92.19
2025-04-26 00:00:00,7.4,8.8,0,91.02
2025-04-26 01:00:00,6.7,8.9,1,89.66
2025-04-26 02:00:00,6.2,8.4,2,89.01
2025-04-26 03:00:00,5.7,8.3,3,90.86
2025-04-26 04:00:00,5.3,8.4,4,93.01
2025-04-26 05:00:00,5.6,9.2,5,86.33
2025-04-26 06:00:00,6.6,8.2,6,72.19
2025-04-26 07:00:00,8.3,9.2,7,34.45
2025-04-26 08:00:00,10.1,9.6,8,2.55
2025-04-26 09:00:00,11.9,9.8,9,-0.01
2025-04-26 10:00:00,13.5,11.0,10,-7.63
2025-04-26 11:00:00,14.7,12.2,11,-14.85
2025-04-26 12:00:00,15.7,12.7,12,-10.77
2025-04-26 13:00:00,16.5,12.8,13,-2.19
2025-04-26 14:00:00,16.7,12.8,14,-0.02
2025-04-26 15:00:00,16.8,12.0,15,30.99
2025-04-26 16:00:00,16.4,12.3,16,79.0
2025-04-26 17:00:00,15.7,11.9,17,99.81
2025-04-26 18:00:00,14.3,11.4,18,107.4
2025-04-26 19:00:00,12.5,11.0,19,96.85
2025-04-26 20:00:00,11.3,13.0,20,85.26
2025-04-26 21:00:00,10.4,12.6,21,72.31
2025-04-26 22:00:00,9.5,12.5,22,67.71
2025-04-26 23:00:00,8.6,11.5,23,62.91
2025-04-27 00:00:00,7.8,11.1,0,57.96
2025-04-27 01:00:00,7.4,10.5,1,59.12
2025-04-27 02:00:00,6.7,9.8,2,61.94
2025-04-27 03:00:00,6.2,8.9,3,69.05
2025-04-27 04:00:00,5.7,8.7,4,69.14
2025-04-27 05:00:00,5.9,9.5,5,63.72
2025-04-27 06:00:00,7.0,9.1,6,34.95
2025-04-27 07:00:00,8.6,8.9,7,0.04
2025-04-27 08:00:00,10.6,8.7,8,-3.0
2025-04-27 09:00:00,12.5,9.5,9,-33.88
2025-04-27 10:00:00,13.8,11.1,10,-101.04
2025-04-27 11:00:00,14.8,11.5,11,-129.81
2025-04-27 12:00:00,15.4,11.4,12,-116.61
2025-04-27 13:00:00,16.8,11.1,13,-50.0
2025-04-27 14:00:00,17.0,11.2,14,-5.17
2025-04-27 15:00:00,17.0,10.6,15,18.35
2025-04-27 16:00:00,16.7,9.9,16,91.98
2025-04-27 17:00:00,16.2,8.7,17,110.83
2025-04-27 18:00:00,15.2,6.5,18,124.23
2025-04-27 19:00:00,13.7,6.9,19,109.24
2025-04-27 20:00:00,12.7,6.4,20,99.0
2025-04-27 21:00:00,11.8,6.7,21,93.77
2025-04-27 22:00:00,10.6,6.0,22,92.24
2025-04-27 23:00:00,9.7,5.6,23,86.49
2025-04-28 00:00:00,9.1,5.7,0,83.1
2025-04-28 01:00:00,7.7,7.0,1,85.41
2025-04-28 02:00:00,7.2,7.4,2,91.19
2025-04-28 03:00:00,6.7,6.9,3,99.49
2025-04-28 04:00:00,5.9,4.7,4,140.0
2025-04-28 05:00:00,6.5,6.1,5,131.09
2025-04-28 06:00:00,8.2,2.8,6,96.85
2025-04-28 07:00:00,11.0,2.2,7,67.37
2025-04-28 08:00:00,14.2,1.5,8,10.03
2025-04-28 09:00:00,16.6,2.5,9,-0.01
2025-04-28 10:00:00,18.1,5.1,10,-4.02
2025-04-28 11:00:00,18.9,4.9,11,-5.9
2025-04-28 12:00:00,19.7,4.5,12,-6.18
2025-04-28 13:00:00,21.0,7.0,13,-1.54
2025-04-28 14:00:00,21.0,8.8,14,2.01
2025-04-28 15:00:00,20.7,9.9,15,71.83
2025-04-28 16:00:00,20.0,10.7,16,101.92
2025-04-28 17:00:00,18.5,12.0,17,149.9
2025-04-28 18:00:00,17.0,10.5,18,194.81
2025-04-28 19:00:00,15.7,8.7,19,128.83
2025-04-28 20:00:00,14.4,8.5,20,106.24
